"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CFAP53_22793",33.6936327334175,-3.43241497714633,0.958836516323221,-3.57977081464144,0.000343895687977438,0.00209912189448219
"APOA5_22795",1.8861501445244,-4.85165819345658,4.31323420807432,-1.1248306860718,0.260660788441241,NA
"FAM122B_22796",31.5112547959796,-0.306384552342256,0.904848402217255,-0.338603186557534,0.734908681747183,0.853842965039321
"NR4A1_22797",16.2861398232335,-0.35180230569628,1.24783819480974,-0.281929425753728,0.7779976258683,0.880010465727655
"ANO2_22799",19.688720958675,-6.77379048744085,1.82976107276387,-3.70200819564327,0.000213899707025705,0.00140698959483473
"YPEL1_22800",13.3221060804314,-1.18360045589927,1.80824948261272,-0.65455594887775,0.512753693842528,0.691567532230415
"TMEM191B_22802",9.90836185602714,0.899019460448343,1.46599193259933,0.61324993709502,0.539711090164512,0.713716103147936
"BLNK_22803",10.3216567198022,0.605603135470448,1.31591275735429,0.460215262817303,0.645361716681267,0.795644097291984
"UBIAD1_22804",27.0990960142587,-0.0394490128136716,0.971168304389359,-0.0406201609292387,0.967598711322906,0.984327785669494
"CALCR_22805",75.4484770290309,-5.10694438586757,1.24684322287626,-4.09589938186991,4.20532561775119e-05,0.000365135665659934
"REEP1_22806",1.32102131649938,-4.3361355915143,4.02589349762924,-1.07706167440042,0.281452713561714,NA
"DDX60_22807",30.149790670669,0.55399505719407,1.03310509067578,0.53624269417905,0.591790830146352,0.754093202796476
"DCTPP1_22808",24.6739428394443,-0.264166687174544,1.00466884992451,-0.262939064144761,0.79259754652306,0.888330866649874
"MORN2_22809",30.7193823343593,-4.78514723657011,1.33045782460027,-3.59661700513338,0.000322382608002243,0.00199194953489147
"JRK_22811",36.2884002392495,-0.896419074091715,0.946710143695195,-0.946878070401586,0.343700913701837,0.533587106381049
"OGDHL_22812",2.95640099041949,-5.49847497027459,3.01911316419913,-1.82122188577624,0.068573134920292,0.163773568243926
"SGMS2_22813",7.24501231265304,-1.62816050810106,1.98977237124905,-0.818264707876614,0.413206053520373,0.603837197273834
"CCDC25_22814",27.2132239131824,0.299741174570796,0.971390365668389,0.308569227330715,0.75764923226659,0.868048008430687
"FSCN1_22817",9.83614738237477,1.03178473260929,1.65648989194192,0.62287414950641,0.53336722666896,0.709275857445054
"SNAPC4_22819",5.44076911428367,-3.20341357624059,2.09070391410898,-1.53221771606327,0.125468718179776,0.256636333140826
"KIRREL1_22820",0.943075072262201,-3.85468065458007,4.86337665035129,-0.79259348631812,0.428014704962637,NA
"ZNF229_22821",9.05638555504631,-7.11365715357742,2.2778223929591,-3.12300782342214,0.00179012989470871,0.00843664349590242
"TYRO3_22822",8.9327908580749,-7.0925106417498,2.19939497802195,-3.22475531344921,0.00126080378420723,0.00626961861186604
"SNAPC1_22823",5.54254096105571,1.24017352883309,1.83350953109961,0.676393281735122,0.498790981576445,0.680306090672337
"TAS2R3_22824",49.9017979975197,-1.84161816373207,0.836535964372679,-2.2014811582107,0.0277019791260462,0.0814573112231488
"SMPD2_22825",4.21942892775977,-1.91551598219342,2.30374735358661,-0.83147832127131,0.405703470000785,0.596392127297608
"GEMIN5_22827",43.8169520243986,-1.35832165693009,0.912611312916745,-1.48839011494263,0.136648041966675,0.272745482255831
