GeneID,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16
CDA_1155,27,19,25,20,0,29,39,22,44,27,26,30,23,69,149,123
CDC25A_1158,8,3,2,0,0,0,0,5,0,0,1,0,0,0,0,0
CDC25B_1161,82,53,88,49,280,94,233,214,41,35,45,40,188,44,159,243
CDC26_1162,50,56,77,55,56,42,50,67,29,37,43,45,117,11,48,48
CDC34_1163,177,94,153,127,337,265,284,244,150,102,84,86,233,245,295,371
CDC42SE2_1169,25,36,40,33,0,0,57,46,9,12,14,6,32,0,0,0
CDC5L_1174,41,29,46,33,16,39,56,112,83,53,33,37,142,75,110,135
CDC6_1177,28,66,39,38,18,0,24,68,5,17,16,11,5,0,0,0
CDCA4_1183,22,22,37,10,13,0,8,9,5,6,3,2,4,0,0,7
CDCA5_1184,10,2,7,3,0,0,0,6,1,2,1,0,0,0,2,0
CDCA8_1185,11,8,7,7,0,0,0,4,1,3,4,3,0,0,4,0
CDH1_1186,13,36,42,25,0,0,8,49,5,9,2,9,0,0,3,0
CDH3_1191,8,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0
CDH5_1192,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CDIPT_1193,59,31,61,30,56,87,90,107,62,32,24,42,92,99,102,105
CDK1_1196,72,110,115,98,11,65,82,81,40,45,32,33,8,0,0,6
CDK11A_1197,8,4,5,4,15,10,15,24,13,20,9,5,19,9,28,5
CDK11B_1198,5,2,5,1,30,3,9,2,33,19,5,6,23,11,23,42
CDK19_1201,32,32,45,30,14,86,38,23,63,38,37,29,75,144,90,65
CDK2_1202,32,46,52,38,17,0,60,61,13,12,9,14,3,18,17,0
CDK4_1203,37,41,61,32,103,80,84,70,38,40,24,26,48,35,22,47
CDK5_1206,5,2,11,3,0,38,12,9,8,3,3,4,0,0,3,22
CDK5R1_1209,19,16,23,17,14,13,15,14,14,18,12,13,29,30,21,31
CDK6_1213,35,56,59,45,59,52,69,140,64,40,42,29,95,50,87,75
CDKN1A_1219,5,15,4,8,10,39,19,0,5,0,2,5,10,11,7,14
CDKN1B_1222,123,102,138,114,204,271,284,198,138,94,105,65,171,288,280,280
CDKN1C_1223,7,5,2,2,10,11,17,6,1,7,0,0,0,10,5,12
CEBPA_1240,37,45,53,46,86,104,104,60,61,61,50,24,126,264,135,169
CEBPD_1242,35,19,39,16,78,101,116,94,112,48,52,42,345,145,209,241
CEBPZ_1245,170,213,219,217,123,123,185,281,137,122,81,82,119,87,96,122
CENPA_1247,17,35,37,25,1,19,0,42,2,2,6,0,6,0,0,0
CENPB_1248,3,2,4,3,0,7,0,0,0,0,1,0,0,0,3,0
CENPF_1252,6,2,2,1,0,0,12,2,0,3,4,0,3,9,12,9
CENPW_1256,7,16,16,8,10,0,2,22,10,11,5,5,0,20,0,0
CEP57_1257,14,24,43,34,21,16,20,51,18,18,27,24,20,0,3,0
CERK_1258,9,4,6,4,9,3,0,3,9,0,1,2,31,0,0,0
CES1_1259,31,14,26,13,22,18,21,0,39,24,20,16,84,33,44,44
CETN3_1262,17,59,43,38,8,17,29,18,17,36,28,21,37,0,0,0
CFH_1265,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CFH_1266,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
CFL1_1268,38,27,47,31,38,94,110,114,125,78,78,46,206,179,244,241
CFLAR_1269,0,0,0,0,0,0,0,17,5,3,0,1,27,33,4,0
CFLAR_1270,30,32,41,29,29,14,33,100,105,48,41,18,147,61,57,34
CGA_1272,25,30,29,24,18,0,8,30,1,3,16,6,3,0,0,0
CGGBP1_1275,9,8,6,15,22,24,47,15,18,6,11,6,57,32,28,7
CGRRF1_1278,2,0,3,0,0,0,7,0,6,3,3,0,0,0,1,15
CHAC1_1279,4,0,1,1,0,0,0,0,2,1,0,4,0,0,0,0
CHD1L_1283,67,86,96,87,116,33,105,117,58,47,51,27,73,18,55,28
CHD4_1284,53,14,35,17,75,33,46,26,125,60,44,26,144,63,131,72
CHD4_1285,16,9,12,11,62,27,89,37,17,8,10,17,38,109,66,60
CHEK1_1288,27,24,36,24,1,7,28,54,7,6,11,4,21,5,7,0
CHEK2_1289,161,196,178,95,59,17,88,101,17,22,28,16,21,8,3,12
CHERP_1290,12,0,5,6,18,0,21,4,28,14,4,7,23,0,27,0
CHI3L2_1294,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,11
CHIC2_1295,135,167,192,210,64,22,167,100,220,158,159,165,203,31,163,84
CHMP2A_1298,3,10,8,6,0,10,11,26,23,18,20,12,61,21,59,71
CHMP2B_1301,61,118,104,95,58,6,86,62,104,69,135,58,66,1,62,58
CHMP4A_1304,178,214,256,206,280,238,427,381,272,196,196,145,265,187,469,377
CHMP6_1311,18,9,21,6,0,49,25,8,39,15,15,16,26,71,43,18
CHN1_1312,32,36,38,42,0,0,9,27,3,16,11,17,13,0,0,0
CHPF2_1320,4,2,3,2,17,9,0,7,19,21,8,3,27,20,26,22
CHRNA4_1328,4,1,2,0,0,0,0,0,3,0,0,1,0,0,0,0
CHRNB3_1333,2,1,6,1,0,0,0,0,1,2,2,0,0,0,0,0
CHST15_1334,9,0,8,0,13,0,7,0,14,12,11,9,27,7,16,7
CHST15_1335,12,4,14,6,9,60,55,17,35,22,16,19,171,103,132,136
CHUK_1342,5,8,8,7,44,5,12,13,8,9,14,3,30,21,33,9
CIAPIN1_1343,42,63,75,37,1,10,53,178,7,18,12,10,6,0,0,0
CIC_1347,11,9,14,9,0,35,35,15,10,8,6,4,55,20,32,14
CIRBP_1351,71,46,90,79,194,342,282,172,68,35,39,34,185,234,208,199
CISD1_1354,13,2,12,3,18,20,5,21,6,4,1,5,6,46,16,12
CKAP5_1358,65,77,114,76,108,78,149,170,56,58,49,20,31,60,28,84
CKLF_1359,68,57,74,70,86,118,118,69,157,127,121,62,291,181,344,326
CKS1B_1362,98,161,248,141,25,22,62,244,13,34,41,71,7,0,7,0
CLASP1_1366,98,131,151,121,138,106,143,240,103,112,128,98,181,140,181,138
CLEC18A_1380,10,2,6,4,0,0,0,0,0,1,2,1,39,0,0,0
CLEC18A_1382,10,2,3,0,0,0,0,0,5,3,1,2,0,11,0,0
CLN3_1392,1,1,3,0,0,7,4,18,0,0,2,0,0,0,9,0
CLPX_1399,363,340,426,376,869,1019,886,1059,211,191,186,155,281,522,499,612
CLSTN1_1400,52,41,72,33,110,135,209,74,56,36,41,32,88,88,151,95
CLSTN3_1401,1,1,1,3,0,12,2,0,4,5,2,2,18,10,9,14
CLTB_1402,15,9,19,12,29,26,20,0,33,18,16,19,4,18,32,37
CLTC_1405,42,41,52,50,10,30,139,181,90,50,35,34,124,86,111,34
CLU_1406,14,14,19,20,13,5,0,17,2,7,4,2,0,0,0,0
CNDP2_1408,11,1,3,3,0,0,0,0,0,2,0,0,0,16,0,0
CNEP1R1_1411,10,7,11,8,24,0,5,16,43,26,21,22,45,12,21,40
CNOT10_1423,42,47,43,32,20,6,42,69,9,11,19,17,18,7,21,10
CNOT4_1427,55,47,59,44,30,60,126,102,73,58,38,46,108,68,181,168
CNOT8_1430,62,80,104,60,118,130,111,223,108,84,84,70,172,121,204,255
CNPY3_1433,227,182,269,222,407,466,646,434,240,172,194,160,443,563,740,810
CNTN4_1436,21,62,40,34,0,28,29,26,10,64,15,40,0,0,0,0
COASY_1438,16,7,11,10,20,54,41,18,24,13,24,5,60,42,48,106
COG2_1441,27,23,26,24,21,11,11,33,36,20,11,11,21,55,16,48
COG5_1449,8,12,14,12,30,9,15,30,33,11,11,6,58,26,31,0
COL12A1_1461,62,195,152,147,14,23,149,184,14,95,98,66,37,0,6,28
COL1A1_1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL4A1_1472,3,2,0,1,0,0,3,0,3,0,1,0,0,0,0,0
COL4A2_1473,3,0,0,0,0,0,0,10,2,1,0,0,0,0,0,0
CERT1_1476,100,177,135,135,130,109,183,170,93,89,71,70,136,128,169,173
COL4A5_1479,30,57,37,37,0,0,50,49,12,22,18,14,15,0,4,0
COL5A1_1480,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
COL5A2_1483,2,19,10,10,13,0,28,38,2,8,6,6,13,0,0,0
COMMD3_1485,38,45,48,41,22,0,26,73,31,24,21,10,35,9,20,7
COPB2_1491,62,74,94,45,51,36,94,114,49,19,26,28,84,39,29,32
COPE_1492,128,154,166,133,163,388,260,221,166,89,80,83,223,241,249,208
COPS3_1496,36,63,70,34,19,13,56,88,68,22,21,18,46,13,32,5
COPS5_1497,9,4,8,5,9,0,3,15,22,7,7,6,28,0,7,8
COPS7A_1498,14,14,26,17,21,0,9,14,16,8,10,4,4,6,26,6
COPZ1_1499,13,12,15,6,19,47,17,32,17,8,8,6,30,26,53,52
COQ5_1506,36,61,70,57,0,0,25,106,13,17,23,11,7,4,31,20
CORO1A_1507,142,111,171,132,314,387,313,259,248,188,163,156,340,904,583,570
COX4I1_1515,65,36,50,44,92,90,106,109,73,42,49,29,137,48,113,132
COX6B1_1519,11,6,10,9,62,0,53,50,18,8,3,2,47,31,23,36
COX7A2_1523,70,71,103,83,119,312,216,211,50,63,52,33,112,157,125,313
COX7B_1524,21,19,13,15,37,22,9,30,29,25,20,19,40,63,46,48
COX7C_1525,8,5,10,6,0,0,6,22,27,24,15,4,42,12,34,15
CPNE1_1528,29,20,26,18,44,52,8,26,19,7,13,10,73,80,39,91
CPNE1_1529,19,9,22,13,22,0,27,24,94,31,30,22,153,0,55,13
CPNE3_1532,67,102,106,100,50,33,126,77,98,80,120,58,162,98,168,87
CPSF1_1536,22,15,20,14,17,75,60,7,52,40,43,15,39,90,91,104
CPSF4_1539,8,4,7,6,0,9,19,3,5,3,5,3,21,2,13,0
CPSF7_1542,42,51,63,31,107,68,87,74,35,40,38,30,72,79,55,105
CR1_1543,46,37,57,28,37,10,29,21,66,45,27,35,65,68,77,119
CRADD_1544,14,21,19,18,14,18,10,28,13,9,6,4,50,12,14,21
CREBBP_1553,61,37,71,38,51,186,149,129,68,61,70,36,175,196,209,161
CREG1_1558,95,41,102,37,192,50,172,180,97,51,38,22,206,5,63,42
CRELD2_1561,25,15,19,16,16,54,67,49,31,20,13,9,16,14,38,29
CRK_1571,15,17,11,15,36,37,21,11,13,9,8,10,35,38,17,7
CRTAP_1578,7,10,12,3,17,0,3,0,1,0,0,5,0,0,2,0
CRTC1_1581,20,19,18,10,31,44,67,33,21,14,24,9,26,73,30,54
CRYAB_1582,12,42,60,10,0,0,12,66,2,14,5,8,11,0,0,0
CRYZ_1586,18,31,27,27,0,0,8,0,12,13,32,21,22,0,11,0
CSF3_1592,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CSNK1D_1599,41,37,37,37,18,54,68,40,66,43,44,35,34,113,123,171
CSNK1E_1602,4,3,1,0,0,3,0,2,1,1,1,0,7,0,8,13
CSNK1G2_1605,66,41,67,48,127,224,192,120,134,82,67,25,215,296,257,239
CSNK2A2_1609,10,1,2,1,0,0,0,0,8,3,8,0,3,0,5,0
CSNK2B_1610,18,3,10,4,11,12,4,22,20,11,12,7,35,18,36,11
CST6_1613,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CT45A6_1618,79,110,136,126,29,13,71,136,14,28,42,22,16,0,0,0
CT55_1619,12,52,43,23,0,0,19,68,7,11,5,9,31,0,5,0
CTBP1_1620,30,10,22,9,50,130,69,27,28,17,18,10,52,35,49,38
CTHRC1_1625,5,11,15,9,0,0,20,8,1,2,3,1,0,0,0,0
CTNNAL1_1630,18,2,10,4,55,33,29,64,28,13,13,8,74,12,21,28
CTNNB1_1633,50,38,69,44,106,97,151,73,102,85,58,47,151,186,203,172
CTPS1_1637,1,6,3,4,0,0,0,0,1,1,1,2,0,0,0,0
CTSA_1641,15,7,22,12,40,64,33,38,73,36,18,19,92,62,67,62
CTSD_1642,84,39,81,45,165,191,252,138,160,99,97,62,289,553,391,408
CTSG_1643,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
CTSH_1644,8,11,19,13,29,32,21,5,17,10,16,13,42,62,38,32
CTSL_1645,33,57,76,46,0,2,7,40,17,15,31,13,27,20,26,40
CTSL_1647,8,4,9,0,14,6,8,0,0,5,1,1,0,8,5,26
CTTN_1650,8,6,8,6,0,21,20,15,6,5,3,5,12,18,18,26
CUTA_1654,5,2,14,4,30,8,8,5,5,3,8,6,9,22,2,38
CUX2_1658,21,32,36,12,0,0,1,30,0,2,6,7,8,0,0,0
CXCL12_1666,2,4,2,2,0,0,0,3,0,0,0,0,0,0,4,0
CXCL12_1667,1,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0
CXCL12_1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL12_1669,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0
CXCL2_1672,13,26,30,24,0,0,28,44,2,10,8,10,0,0,3,11
CXXC1_1680,17,5,11,5,15,39,26,22,15,7,10,10,48,16,28,36
CYB561_1683,10,6,10,2,9,102,13,23,12,6,4,0,4,24,22,30
CYCS_1692,15,16,17,13,0,12,26,36,11,7,12,6,15,0,4,0
CYP11A1_1693,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
CYP1A1_1698,3,5,2,4,0,0,6,0,1,0,2,1,0,0,0,0
CYP1A2_1699,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CYP26B1_1706,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0
CYP27A1_1707,3,2,1,0,17,0,0,0,4,6,3,1,0,0,6,0
CYP2B6_1710,5,3,9,3,0,0,2,6,0,1,1,0,16,0,0,0
CYP2C19_1714,11,10,13,13,0,6,8,35,3,5,3,5,0,0,4,0
CYP2C9_1720,157,296,313,234,73,160,236,267,81,147,90,116,84,0,31,0
CYP2E1_1722,1,1,0,0,17,10,0,0,0,1,2,0,0,0,6,12
CYP2U1_1726,21,55,54,34,0,0,27,60,5,10,26,23,3,0,3,0
CYP46A1_1732,0,0,1,0,2,0,0,0,1,0,1,1,1,0,0,0
CYP4F12_1736,6,1,9,0,0,0,0,0,2,1,2,2,0,0,0,0
CYP4F3_1739,52,33,62,55,65,49,71,46,186,142,115,91,270,263,350,431
CYTH1_1748,24,11,23,21,13,61,32,34,19,15,21,9,31,33,63,45
DAD1_1749,26,15,29,21,116,9,51,89,78,36,36,36,159,18,105,98
DAG1_1750,11,6,4,10,15,0,0,21,2,1,1,5,6,0,9,0
DAPK1_1752,17,17,34,32,0,15,20,52,19,15,10,5,4,5,10,0
DARS2_1755,5,5,7,3,0,0,4,7,7,6,8,3,7,0,5,7
DAXX_1756,36,35,33,24,14,38,60,65,87,47,57,37,44,21,99,78
DAZ4_1757,79,108,105,113,14,25,188,241,100,102,149,108,247,0,20,0
DBH_1758,3,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0
DCAF6_1773,18,10,18,7,58,84,102,71,6,13,7,9,25,6,16,50
DCK_1776,98,76,107,85,141,40,160,149,122,84,95,78,121,55,69,24
DCN_1779,3,7,8,6,0,0,3,9,0,1,1,1,0,0,0,0
DCP2_1782,57,57,82,71,196,152,140,172,110,65,52,49,164,147,214,187
DCTD_1785,48,45,58,41,109,142,151,92,69,61,38,34,68,123,150,139
DCTN1_1786,5,0,4,1,0,0,1,0,2,2,0,0,5,0,6,0
DCTN6_1789,12,8,14,6,0,4,16,23,22,8,10,5,37,6,22,21
DCUN1D4_1795,84,56,94,52,226,147,158,289,93,57,38,41,224,106,190,133
DCX_1796,22,25,34,16,0,0,9,15,1,11,3,3,0,0,0,0
DDB2_1798,23,15,21,13,69,87,39,23,16,7,25,6,28,63,45,46
DDIT3_1800,67,81,100,81,57,52,96,55,99,93,78,58,139,70,141,193
DDIT4_1803,15,9,9,14,32,40,32,36,2,5,4,2,0,23,5,47
DDR1_1804,12,8,11,4,27,0,8,13,2,8,1,1,0,8,18,10
DDX39B_1813,83,21,90,48,118,67,161,175,153,73,68,54,284,71,196,120
DDX3X_1816,3,0,1,3,0,0,3,0,3,2,1,1,0,0,3,1
DDX42_1819,11,1,10,4,0,7,34,28,11,5,4,2,8,5,19,31
DDX46_1822,14,23,29,15,27,10,40,50,15,6,5,6,47,12,42,26
DDX47_1825,2,0,2,0,0,0,12,12,7,2,0,0,11,10,7,0
DDX55_1828,24,23,29,18,0,33,28,58,35,20,23,22,31,44,52,68
DEF6_1832,59,27,49,38,92,137,157,100,83,57,47,44,194,76,174,124
DEFB119_1836,5,3,4,4,0,0,3,4,0,1,1,0,0,0,0,0
DEFB4A_1838,22,59,92,43,0,11,15,46,0,12,18,8,4,0,3,0
DEK_1841,99,103,128,111,198,70,228,256,163,131,105,80,297,42,282,235
DEPDC1B_1847,40,51,68,46,47,21,56,54,17,18,34,14,19,0,8,0
DERA_1848,54,76,105,76,25,0,23,120,25,38,39,31,18,10,2,0
DES_1849,4,0,3,0,0,0,6,0,2,0,0,0,0,0,0,0
DFFA_1850,4,0,1,0,0,0,8,0,6,4,3,2,0,0,0,0
DFFB_1853,7,3,4,5,14,0,4,0,13,6,6,7,0,0,16,19
DHDDS_1856,8,11,10,6,0,0,0,16,7,2,5,4,7,23,0,7
DHRS2_1857,5,6,8,8,0,0,0,0,4,1,3,3,0,0,0,0
DHRS7_1861,106,89,126,81,85,52,116,203,165,83,72,139,295,64,114,147
DHX16_1862,17,5,9,4,53,6,19,10,7,6,12,6,16,0,19,35
DKC1_1871,14,26,23,12,27,0,19,51,13,13,14,6,8,14,7,22
DLAT_1875,31,29,34,22,15,11,22,50,30,20,28,20,54,68,54,21
DLD_1877,56,97,101,87,88,25,61,80,32,21,25,26,10,0,9,1
DLG4_1880,4,4,8,2,16,17,20,9,11,4,6,7,24,10,14,5
DLGAP5_1882,62,61,94,57,30,30,77,83,12,19,29,5,44,4,19,34
DMTF1_1887,39,46,54,45,34,13,41,105,33,41,51,39,57,0,1,6
DMXL2_1888,73,91,106,108,83,71,83,82,54,47,63,46,105,128,78,84
DNAJA1_1891,62,42,53,34,64,19,63,109,43,33,39,24,122,76,64,62
DNAJA2_1892,34,48,88,58,18,30,34,62,18,17,34,11,6,23,29,6
DNAJA3_1895,19,15,22,18,36,74,40,36,17,19,11,9,14,40,43,54
DNAJB11_1901,124,199,192,163,185,42,189,235,95,98,98,72,94,15,62,88
DNAJB14_1905,63,61,60,54,91,123,129,130,70,47,41,36,62,176,111,114
DNAJB2_1906,8,3,4,2,29,19,0,0,4,0,2,3,21,10,3,19
DNAJB6_1912,43,33,63,41,73,26,74,42,68,66,56,43,129,44,163,138
DNAJC11_1916,11,11,20,18,0,47,67,28,11,7,6,6,41,20,25,34
DNAJC3_1920,66,79,112,55,25,37,55,57,62,57,34,34,169,84,100,53
DNM1_1924,4,10,5,0,0,0,0,0,2,3,2,0,0,0,0,3
DNM1L_1927,36,14,39,25,88,12,46,87,51,34,23,33,59,10,82,74
DNMT1_1928,13,2,5,3,13,0,15,9,8,5,2,1,10,0,4,0
DNMT3A_1932,22,36,37,24,30,127,88,69,22,25,18,24,59,203,88,186
DNTTIP2_1936,166,181,221,191,144,68,141,216,122,105,96,87,108,37,124,97
DOLPP1_1937,4,6,8,0,0,0,0,4,2,1,3,3,0,0,0,0
DXO_1939,10,1,7,4,16,0,8,14,14,4,2,3,0,5,0,12
DPH5_1943,21,62,49,27,62,24,36,48,12,21,13,13,27,23,25,17
DPM1_1946,26,36,38,32,76,35,56,42,86,48,55,41,160,66,116,88
DPM2_1947,52,32,66,26,69,77,58,73,30,35,20,11,102,88,90,59
DPY19L2_1952,121,155,163,129,0,33,119,111,61,88,63,62,40,0,10,0
DRAP1_1957,69,43,73,48,108,176,129,80,68,35,40,34,156,173,177,255
DRD1_1958,4,10,3,2,0,0,2,5,0,1,0,2,0,0,0,0
DRD2_1959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DRD3_1960,2,3,3,0,0,0,0,0,0,0,0,1,5,0,0,0
DSG2_1967,15,41,29,20,0,0,16,36,5,9,5,14,0,0,0,0
DSN1_1971,3,1,6,2,30,0,7,0,13,3,2,2,16,0,4,23
DTD2_1974,10,12,10,2,0,0,17,14,9,4,6,2,31,0,13,0
DUS1L_1977,42,20,43,28,63,260,117,83,16,12,18,13,7,122,43,105
DUSP1_1978,39,11,27,9,51,42,55,49,147,48,40,41,210,102,158,110
DUSP11_1981,40,39,66,38,19,28,66,122,46,38,36,23,69,63,74,100
DUSP22_1986,20,22,35,23,135,52,95,86,114,48,61,29,92,89,168,136
DUSP3_1987,36,75,87,53,49,9,33,50,34,36,42,27,64,9,41,14
DUSP4_1990,21,21,19,14,0,1,3,25,2,3,4,5,0,0,0,0
DUSP6_1993,152,111,204,145,181,483,532,379,117,90,82,65,203,344,300,379
DVL2_1996,6,5,6,2,0,19,13,6,11,6,12,10,9,40,10,7
DYNLL1_1997,64,45,95,60,144,83,126,92,64,35,28,24,45,5,51,39
DYNLT3_2000,16,18,18,15,26,10,20,77,41,18,14,13,7,7,14,0
DYRK3_2006,40,92,88,93,77,51,28,93,18,26,32,28,22,0,34,62
E2F1_2008,4,8,14,8,0,0,0,0,0,14,0,4,0,0,0,0
E2F2_2009,12,10,3,2,63,66,27,39,4,4,3,2,39,39,16,46
EAF2_2011,35,43,45,40,43,12,25,57,17,12,21,25,25,9,45,65
EBNA1BP2_2014,8,20,32,12,12,8,42,42,30,16,23,22,28,0,16,6
EBP_2015,18,12,11,14,27,5,12,32,16,12,16,7,14,11,34,30
ECD_2021,37,39,40,34,48,17,73,76,64,39,38,21,112,18,52,103
ECH1_2022,1,0,2,1,0,7,26,4,1,3,1,0,26,8,10,0
ECSCR_2024,8,6,10,7,0,0,2,16,2,1,0,0,0,0,0,0
EDEM1_2027,28,33,56,35,16,24,47,45,44,19,16,23,108,33,62,72
EDF1_2028,48,59,55,43,84,209,168,100,60,57,46,41,65,185,118,268
EDN1_2029,24,56,58,47,0,0,14,21,14,12,16,19,10,0,9,0
EED_2035,85,163,154,110,0,4,34,50,21,66,80,52,75,0,4,0
EEF2_2042,226,205,284,253,329,817,590,312,169,171,122,111,130,286,401,396
EFNA1_2049,3,1,3,3,0,10,0,0,0,0,2,2,0,0,0,0
EFNB1_2050,1,0,0,1,0,9,0,0,0,0,3,2,5,0,0,0
EFS_2052,4,2,0,3,0,0,0,0,1,0,4,2,0,0,0,0
EGF_2055,43,78,95,47,11,17,23,107,29,19,29,13,50,11,21,0
EGFR_2063,1,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0
EGLN2_2065,17,5,13,5,69,19,20,29,60,34,21,14,90,32,111,21
EGR1_2068,34,36,47,48,19,37,75,65,23,27,23,16,40,35,85,40
EIF1_2074,357,372,482,355,1264,415,861,1231,350,223,221,156,507,207,459,387
EIF1AY_2080,155,100,139,123,1163,614,952,847,134,90,91,60,225,184,236,340
EIF2S1_2085,94,138,165,108,88,91,95,136,73,80,68,57,50,49,109,90
EIF2S2_2088,159,238,194,175,63,73,183,244,106,83,84,57,80,29,68,96
EIF3C_2092,0,0,3,3,0,0,6,6,0,0,0,1,0,0,0,0
EIF3D_2093,19,11,16,15,33,16,46,47,44,24,29,22,91,8,49,79
EIF3E_2094,162,206,211,225,304,636,628,490,153,131,147,114,213,547,467,621
EIF3I_2095,10,5,21,11,8,4,45,55,29,21,15,16,54,2,52,26
EIF3L_2097,53,51,76,45,150,53,157,151,155,69,70,82,250,65,214,77
EIF4A1_2100,91,65,116,53,89,19,101,124,118,92,76,44,166,51,180,134
EIF4EBP1_2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF5B_2113,32,62,58,42,0,0,14,37,3,19,19,11,13,0,4,5
ELAC2_2114,6,12,15,12,0,4,30,15,6,6,8,4,6,0,24,4
ELAVL1_2115,10,15,9,19,27,7,8,0,7,6,8,0,5,14,12,4
ELF2_2118,105,215,248,176,32,64,155,255,93,119,144,97,175,63,105,71
ELK3_2121,35,62,72,74,56,14,35,64,58,49,30,33,70,47,45,24
ELMO3_2123,5,0,1,3,0,4,11,1,0,2,3,1,14,7,0,0
ELMOD1_2126,5,5,26,3,0,0,0,9,0,2,0,0,1,0,0,0
ELOF1_2130,60,56,79,54,301,226,230,209,66,41,39,31,83,175,135,181
ELOVL1_2131,11,6,16,14,22,10,23,19,25,15,11,6,48,25,24,8
ELOVL6_2134,12,34,22,18,0,10,8,0,1,8,7,1,15,0,4,0
EMC2_2137,29,27,42,24,64,9,8,22,37,13,15,19,76,0,42,25
EML2_2141,13,8,11,5,0,13,25,11,23,16,14,7,13,20,37,63
EML3_2142,5,2,5,2,0,0,0,0,6,1,3,0,0,0,0,0
ENG_2149,0,0,0,0,0,0,0,0,1,2,0,0,0,8,0,0
ENO1_2152,45,35,48,33,24,74,100,53,48,25,36,42,54,32,73,114
ENO2_2153,11,14,20,7,35,6,22,0,7,2,3,3,14,15,25,29
ENOPH1_2156,69,83,104,79,101,176,143,159,42,39,43,42,39,161,133,140
ENOSF1_2157,15,5,21,8,0,0,12,13,2,4,2,2,6,0,2,17
ENY2_2163,17,26,13,15,0,0,3,27,1,5,6,6,8,0,4,0
EOMES_2164,41,88,130,62,0,13,21,40,3,24,22,18,18,0,9,12
EP300_2167,77,47,73,47,90,142,91,81,152,83,67,48,168,248,188,159
EPB41L2_2175,57,96,128,89,20,41,81,117,26,38,57,39,4,0,4,0
EPB41L4A-AS1_2179,30,39,42,40,30,29,22,32,30,15,16,10,44,13,17,57
EPHA3_2188,31,50,47,26,0,11,17,38,10,13,12,9,8,0,0,0
EPHB2_2194,2,2,1,2,0,0,0,0,7,3,0,1,7,13,17,23
EPN2_2197,5,1,3,2,0,0,0,8,2,1,0,0,0,0,0,0
EPOR_2199,8,4,7,2,0,9,0,0,2,0,0,0,0,0,0,12
EPRS1_2200,26,40,35,40,17,5,32,52,6,17,14,15,27,0,0,4
ERBB3_2206,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0
ERCC2_2213,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ERCC3_2214,8,0,1,7,0,0,4,9,1,0,3,2,0,7,3,11
ERCC5_2218,18,19,35,15,1,1,34,25,22,10,13,13,35,5,29,7
ERCC8_2220,37,42,68,27,30,5,42,75,20,12,19,10,20,0,6,19
ERLIN1_2224,4,7,2,5,8,10,31,13,5,8,5,6,12,26,11,18
ERO1A_2227,133,114,166,133,166,103,259,195,147,127,115,76,338,170,287,350
ERO1B_2228,71,80,116,95,0,18,75,73,21,29,35,22,27,0,9,0
ESR1_2235,40,85,94,55,0,34,70,88,19,28,30,32,8,0,8,0
ESR2_2237,6,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0
ESRRA_2238,8,4,6,1,0,16,6,14,5,3,2,8,16,12,5,9
ETFA_2244,123,57,118,62,172,80,175,150,125,110,105,70,114,82,268,216
ETFB_2245,7,4,22,12,12,19,27,22,14,8,14,3,7,46,18,9
ETS1_2248,63,56,73,41,96,62,126,216,143,65,65,55,205,39,143,165
ETV1_2251,83,130,128,125,9,55,81,143,48,71,68,61,53,0,4,0
EVL_2255,122,100,187,147,342,282,357,310,165,121,96,82,180,298,336,293
EXD1_2257,22,30,30,17,0,7,15,13,6,6,5,4,0,0,0,0
EXOC1_2261,47,78,128,81,54,13,58,85,52,55,36,36,37,0,75,51
EXOC5_2262,82,156,187,127,13,9,57,113,57,67,56,61,62,0,0,0
EXOC8_2265,54,35,46,39,50,41,67,63,93,68,71,49,115,80,229,156
EXOSC4_2269,6,0,3,5,19,10,5,0,1,1,0,1,0,0,8,2
EXOSC7_2271,9,7,13,9,28,10,8,19,7,10,8,2,1,21,15,18
